rowIDs,year,source,authors,title,n.citations,ECC
25034,2020,Science â€¦,"M Nagel, B Qiu, LE Brandenborgâ€¦",The gene expression network regulating queen brain remodeling after insemination and its parallel use in ants with reproductive workers,1,1
25035,2020,European addiction â€¦,"E Filatova, A Orlov, S Afanasyev, A Egorovâ€¦",Impact of Social Conformity on Ethanol Preference in Wistar Rats,1,1
25036,2020,Journal of Insect â€¦,"E Alves-Silva, D Anjos, A BÃ¤chtold, D Langeâ€¦",To what extent is clearcutting vegetation detrimental to the interactions between ants and Bignoniaceae in a Brazilian savanna?,3,3
25037,2020,Bird Love,W Tong,FIVE. Sex Role Reversals,0,0
25038,2020,NA,M Grove,A comparative perspective on the origins of inequality,0,0
25039,2020,bioRxiv,"S Patalano, A Alsina, C Gregorio-Rodriguezâ€¦",Specialisation and plasticity in a primitively social insect,1,1
25040,2020,Agriculture,"A Lange, M Gentz, M Hahne, C Lambertz, M Gaulyâ€¦",Effects of Different Farrowing and Rearing Systems on Post-Weaning Stress in Piglets,0,0
25041,2020,JES. Journal of â€¦,"H Abu-Seada, MMM Slamaâ€¦",GREY WOLF OPTIMIZATION APPROACH-BASED EXHAUST TEMPERATURE CONTROL FOR GAS TURBINE POWER SYSTEM,0,0
25042,2020,Nature Underfoot,J Hainze,Two. Nature at Work,0,0
25043,2020,NA,JT Frazier,Working for a Living: A Terror Management Approach to Finding Meaning in Vocation,0,0
25044,2020,Sport Management Review,"T Bopp, JD Vadeboncoeur, R Turick",The conceptualization of racial tasking: Uncovering the (un) intended consequences,1,1
25045,2020,NA,JT Frazier,Working for a Living: A Terror Management Theory Approach to Finding Meaning in Vocation,0,0
25046,2020,â€¦ and Evolutionary Anthropology: Dialogues in Wisdom â€¦,P Spikins,8 The loss of innocence in the deep past,0,0
25047,2020,Current Sexual Health â€¦,"NM Lopresti, M Esguerra, PG Mermelstein",Sex Differences in Animal Models of Opioid Reward,0,0
25048,2020,NA,MD O'Donnell,Malory's Minor Masculinities,0,0
25049,2020,Journal of fish â€¦,"V Stejskal, J MatouÅ¡ek, M ProkeÅ¡ovÃ¡â€¦",Fin damage and growth parameters relative to stocking density and feeding method in intensively cultured European perch (Perca fluviatilis L.),1,1
25050,2020,Zoo Biology,"JH Yu, J Brown, N Boisseau, T Barthel, S Murray",Effects of Lupron and surgical castration on fecal androgen metabolite concentrations and intermale aggression in capybaras (Hydrochoerus hydrochaeris),0,0
25051,2020,PeerJ,"C DÃ­az-Castelazo, CA MartÃ­nez-Adriano, W DÃ¡ttiloâ€¦",Relative contribution of ecological and biological attributes in the fine-grain structure of ant-plant networks,2,2
25052,2020,NA,HH Hathaway,Searching for Understanding in Lost Boys: an Archetypal Perspective on Dismemberment Themes in Children's Play,0,0
25053,2020,Frontiers in â€¦,"SSK Tsang, STS Law, C Li, Z Qu, WG Bendenaâ€¦",Diversity of insect sesquiterpenoid regulation,3,3
25054,2020,Journal of Environmental Management,"G Damasceno, A Fidelis",Abundance of invasive grasses is dependent on fire regime and climatic conditions in tropical savannas,4,4
25055,2020,Zebrafish,"DS Shelton, SG Shelton, DK Daniel, M Raja, A Bhatâ€¦",Collective Behavior in Wild Zebrafish,4,4
25056,2020,NA,R Forrester,The Domestication of Plants and Animals-the history of agriculture and pastoralism,0,0
25057,2020,NA,"E Angermann, M Wensch-Dorendorf, S Frenkingâ€¦","Group-Adapted ad Libitum Feeding vs. Conventional Restrictive Feeding: Impact on Health, Behavior, and Reproductive Performance of Group-Housed â€¦",0,0
25058,2020,The Ages of Globalization,JD Sachs,2. The Paleolithic Age (70.000-10.000 BCE),0,0
25059,2020,Journal of Applied â€¦,"AM Rogers, AS Griffinâ€¦",Noisy neighbours and myna problems: Interaction webs and aggression around tree hollows in urban habitats,0,0
25060,2020,PloS one,"O Boet, X Arnan, J Retana",The role of environmental vs. biotic filtering in the structure of European ant communities: A matter of trait type and spatial scale,3,3
25061,2020,Optimal Data Analysis,PR Yarnold,Optimal Weighted Markov Analysis: Predicting Serial RG-Score,1,1
25062,2020,Biological Theory,RJ Planer,Towards an Evolutionary Account of Human Kinship Systems,1,1
25063,2020,NA,B Toelstede,Social Hierarchies between Democracy and Autocracy,0,0
25064,2020,Journal of attention disorders,"A Rokeach, J Wiener",Friendship quality in adolescents with ADHD,16,16
25065,2020,NA,J Sultana,Behavioral Effects of Amyloid Precursor Protein beta Mutation in zebrafish,0,0
25066,2020,NA,A Stewart,Seasonal habitat usage of Iowa wood turtles (Glyptemys insculpta),0,0
25067,2020,Evolutionary Neuroscience,"ST Sakai, BM Arsznov",Carnivoran brains: effects of sociality on inter-and intraspecific comparisons of regional brain volumes,1,1
25068,2020,Journal of evolutionary â€¦,"R Carleial, GC McDonaldâ€¦","Dynamic phenotypic correlates of social status and mating effort in male and female red junglefowl, Gallus gallus",4,4
25069,2020,Folia â€¦,"MS McCarthy, JD Lester, M Cibot, L Vigilantâ€¦",Atypically high reproductive skew in a small wild chimpanzee community in a human-dominated landscape,2,2
25070,2020,Affective Science,"CE Webb, K Kolff, X Du, F de Waal",Jealous Behavior in Chimpanzees Elicited by Social Intruders,1,1
25071,2020,â€¦ of the Royal â€¦,"G Valentini, N Masuda, Z Shafferâ€¦",Division of labour promotes the spread of information in colony emigrations by the ant Temnothorax rugatulus,6,6
25072,2020,Proceedings of the Annual Meetings â€¦,"A Mai, E Bakovic",Cumulative constraint interaction and the equalizer of OT and HG,2,2
25073,2020,Sumatra Journal of â€¦,"A Ahyuni, E Purwaningsih, H Nurâ€¦",Evaluation of the Questions in Geography Textbook to Promote Higher Order Thinking,0,0
25074,2020,Journal of â€¦,"DN Jones, JM Erwin, CC Sherwoodâ€¦",A comparison of cell density and serotonergic innervation of the amygdala among four macaque species,1,1
25075,2020,Ethology,"JM Waterman, M Mai",Eavesdropping of an African ground squirrel on the heterospecific alarm calls of a noisy groundâ€nesting bird,1,1
25076,2020,Ecological â€¦,"CVC da Silva, C da Silva Goldas, W DÃ¡ttilo, W DrÃ¶seâ€¦",Effects of time-since-fire on ant-plant interactions in southern Brazilian grasslands,1,1
25077,2020,Invasive Birds: Global Trends and Impacts,"AM Rogers, S Kark","Competition and (Blackburn et al., 2009)",0,0
25078,2020,NA,B Fix,Economic Development and the Death of the Free Market,1,1
25079,2020,Adaptive Human Behavior and Physiology,"RM Petersen, JP Higham",The role of sexual selection in the evolution of facial displays in male non-human primates and men,2,2
25080,2020,NA,K Andrews,The animal mind: An introduction to the philosophy of animal cognition,157,157
25081,2020,Behavioral Ecology and â€¦,"AV Palaoro, PEC Peixoto, F Benso-Lopesâ€¦",Fight intensity correlates with stronger and more mechanically efficient weapons in three species of Aegla crabs,3,3
25082,2020,Applications of Hybrid Metaheuristic â€¦,"H Singh, A Kumar, LK Balyan",Hybrid Grey-Wolf Optimizer Based Fractional Order Optimal Filtering for Texture Aware Quality Enhancement for Remotely Sensed Images,0,0
25083,2020,International Journal of â€¦,"S DÃ­az, L Murray, SGB Roberts, P Rodway",Social Network Analysis of a Chimpanzee (Pan troglodytes) Group in Captivity Following the Integration of a New Adult Member,0,0
25084,2020,Archives animal â€¦,"ET Tsiobani, MD Yiakoulakiâ€¦",Proximity patterns in water buffaloes' activities on pasture,0,0
25085,2020,NA,V Silva,"Exploring Cooperative Behaviors Among the Sena of Gorongosa National Park, Mozambique and the Dolgan/Nganasan of Ust'-Avam, Siberia",0,0
25086,2020,Psychological â€¦,"H Prabowo, A Rebecaâ€¦",The Women-only Passenger Carriage: Is It Helpful?,0,0
25087,2020,Ecology and â€¦,"B Kerbs, DJ Crawford, G White, M Mouraâ€¦",How rapidly do selfâ€compatible populations evolve selfing? Mating system estimation within recently evolved selfâ€compatible populations of Azorean Tolpis â€¦,1,1
25088,2020,Southwestern â€¦,"M Rosas-MejÃ­a, C Llarena-HernÃ¡ndezâ€¦",Value of a Heterogeneous Urban Green Space for Ant1 Diversity in a Highland City in Central Eastern Mexico,0,0
25089,2020,Economic and â€¦,"I Basterretxea, C Cornforthâ€¦",Corporate governance as a key aspect in the failure of worker cooperatives,4,4
25090,2020,PeerJ,"SM Burns, F Bonier","A comparison of sex, morphology, physiology and behavior of black-capped chickadees trapped using two common capture methods",0,0
25091,2020,OBM Geriatrics,"JM Robertson, BE Kingsley","On the Face of It: Social Heuristics Are Mediated by Age and Sex, But Not by Faciometrics",0,0
25092,2020,The Pinnipeds,M Riedman,"6. Mating Systems, Breeding Behavior, and Social Organization",0,0
25093,2020,NA,M van Hoek,"First Fighting, Then Mating",0,0
25094,2020,Journal of Personality,"X Xu, CJ Soto, JE Plaks",Beyond Openness to Experience and Conscientiousness: Testing links between lowerâ€level personality traits and American political orientation,1,1
25095,2020,acta ethologica,"PF Pereira, R LourenÃ§o, PG Mota",Two songbird species show subordinate responses to simulated territorial intrusions of an exotic competitor,0,0
25096,2020,Neotropical Social Wasps,RL Jeanne,The Evolution of Swarm Founding in the Wasps: Possible Scenarios,0,0
25097,2020,NA,P Salzer,Ecological rationality and Human needs,0,0
25098,2020,The Leadership Quarterly,"AS Cook, A Zill, B Meyer",Observing leadership as behavior in teams and herdsâ€“An ethological approach to shared leadership research,19,19
25099,2020,Aquaculture â€¦,"Q Tang, Z Xia, M Cai, H Du, J Yang, Y Xuâ€¦",Identification of differentially expressed genes and signalling pathways to elucidate molecular mechanisms underlying growth differences among the male â€¦,1,1
25100,2020,Neural Computing and Applications,"M Braik, A Sheta, H Al-Hiary",A novel meta-heuristic search algorithm for solving optimization problems: capuchin search algorithm,3,3
25101,2020,Journal of Comparative Psychology,"J BrÃ¤uer, K Stenglein, F Amici",Dogs (Canis familiaris) and wolves (Canis lupus) coordinate with conspecifics in a social dilemma.,0,0
25102,2020,Archives of Computational â€¦,"F Foroutan, SMM Gazafrudiâ€¦",A Comparative Study of Recent Optimization Methods for Optimal Sizing of a Green Hybrid Traction Power Supply Substation,0,0
25103,2020,Proceedings of the â€¦,"HJ Williams, ELC Shepard, MD Holtonâ€¦",Physical limits of flight performance in the heaviest soaring bird,8,8
25104,2020,Journal of human evolution,"RB Reddy, JC Mitani","Adolescent and young adult male chimpanzees form affiliative, yet aggressive, relationships with females",4,4
25105,2020,European Journal of Wildlife â€¦,"P Fernando, SKK Ekanayaka, J Pastorini","The elephant at the fence: almsman, panhandler, friend or foe?",1,1
25106,2020,NA,DNE Stibbard-Hawkes,Egalitarianism and democratized access to lethal weaponry: A neglected approach,1,1
25107,2020,Canadian journal of â€¦,"N Spadafora, ZA Mariniâ€¦","Should I defend or should I go? An adaptive, qualitative examination of the personal costs and benefits associated with bullying intervention",8,8
25108,2020,NA,B Lemaitre,An Essay on Science and Narcissism: How do high-ego personalities drive research?,13,13
25109,2020,Journal of Experimental â€¦,"A Bernadou, E Hoffacker, J Pableâ€¦",Lipid content influences division of labour in a clonal ant,5,5
25110,2020,bioRxiv,"S GÃ¡mez, NC Harris",Living in the concrete jungle: carnivore spatial ecology in urban parks,1,1
25111,2020,Scientific reports,"E Palagi, M Bertini, G Annicchiarico, G Cordoni",Mirror replication of sexual facial expressions increases the success of sexual contacts in bonobos,1,1
25112,2020,Elephant Seals,"BJ Le Boeuf, RM Laws",One. Elephant seals: an introduction to the genus,0,0
25113,2020,Criminology Explains School Bullying,"RA Brooks, JW Cohen",3. Micro-Level Theories,0,0
25114,2020,NA,I Gonzalez-Cabrera,Peer competition and cooperation,1,1
25115,2020,NA,P Segal,Inequality as entitlements over labour,1,1
25116,2020,Nauplius,"NA Pontes, BS Sant'Anna, GY Hattori","Color variation of the freshwater crab Dilocarcinus pagei Stimpson, 1861 captured in the Amazon region at Itacoatiara, Amazonas, Brazil",0,0
25117,2020,General and â€¦,"SC Carrera, S Sen, M Heistermann, A Luâ€¦",Low rank and primiparity increase fecal glucocorticoid metabolites across gestation in wild geladas,3,3
25118,2020,The Routledge Handbook of Feminist Philosophy of â€¦,M Botero,OBSERVING PRIMATES,0,0
25119,2020,Frontiers in Ecology and â€¦,"KL Monteith, KB Monteith, JA Jenksâ€¦",One in the Hand Worth Two in the Bush? Reproductive Effort of Young Males Is Not Affected by the Presence of Adult Males,0,0
25120,2020,Journal of Applied â€¦,"F Ramis, M Mohr, G Kohn, Q Gibsonâ€¦",Spatial Design of Guest Feeding Programs and Their Effects on Giraffe Participation and Social Interactions,0,0
25121,2020,Scientific reports,"LT Gettler, S Lew-Levy, MS Sarma, V Miegakandaâ€¦","Sharing and caring: testosterone, fathering, and generosity among BaYaka foragers of the congo Basin",2,2
25122,2020,Animals,S Wolfensohn,Too Cute to Kill? The Need for Objective Measurements of Quality of Life,6,6
25123,2020,NA,"A Holzner, K Balasubramaniam, N Ruppert, A Widdig",Oil palm cultivation critically affects sociality in an endangered Malaysian primate,0,0
25124,2020,Clinical Cancer â€¦,"I Spassova, S Ugurel, P Terheyden, A Suckerâ€¦",Predominance of central memory T cells with high T-cell receptor repertoire diversity is associated with response to PD-1/PD-L1 inhibition in Merkel cell carcinoma,12,12
25125,2020,Scientific Reports,"K Hohlbaum, S Frahm, A Rex, R Palmeâ€¦",Social enrichment by separated pair housing of male C57BL/6JRj mice,1,1
25126,2020,NA,M Haskell,"Unit-8 Freedom from Hunger, Thirst and Malnutrition",0,0
25127,2020,â€¦ and Physiology Part A â€¦,"ME Yusishen, GR Yoon, W Bugg, KM Jeffriesâ€¦","Love thy neighbor: Social buffering following exposure to an acute thermal stressor in a gregarious fish, the lake sturgeon (Acipenser fulvescens)",5,5
25128,2020,NA,BL Smith,Life on the Rocks: A Portrait of the Mountain Goat,6,6
25129,2020,"Population Ecology of Individuals.(MPB-25), Volume â€¦",A Lomnicki,CHAPTER SEVEN. Self-regulation of Population Size,0,0
25130,2020,The Multidisciplinary Nature of Morality and Applied â€¦,D Steinberg,Evolution and Ethics,0,0
25131,2020,American journal of â€¦,"MM Mulholland, LE Williamsâ€¦","Neonatal activity and state control differences among three squirrel monkey subspecies (Saimiri sciureus sciureus, S. boliviensis boliviensis, and S. boliviensis â€¦",1,1
25132,2020,Journal of â€¦,"A Ebenau, C von Borell, L Penke, J Ostnerâ€¦",Integrative personality assessment in wild Assamese macaques (Macaca assamensis).,5,5
25133,2020,Animal,"MB da Costa, NRB CÃ´nsolo, J Silva, VLM Buarqueâ€¦","Performance, carcass traits and serum metabolomic profile of Nellore males with different genetic potential for post-weaning growth",1,1
25134,2020,Neuroscience & Biobehavioral â€¦,"AK Beery, MM Holmes, W Lee, JP Curley",Stress in groups: Lessons from non-traditional rodent species and housing models,9,9
25135,2020,Agricultura â€¦,"AM RodrÃ­guez, DR del Sol, XY Zhi, GX Dingâ€¦",Self-incompatibility of sweet potato (Ipomoea batatas (L.) Lam.). A Review,0,0
25136,2020,Journal of Family â€¦,"ND Leonhardt, BJ Willoughby, WJ Dyerâ€¦",Longitudinal influence of shared marital power on marital quality and attachment security.,2,2
